SalePrice,LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,BedroomAbvGr,Fireplaces,GarageType,YrSold
85000,8777,Edwards,1Fam,5,7,1910,Y,796,1,2,0,,2008
264561,3982,Blmngtn,TwnhsE,8,5,2006,Y,1567,2,1,1,Attchd,2006
274000,12677,NridgHt,TwnhsE,8,5,2003,Y,1518,1,1,1,Attchd,2008
226000,7050,Somerst,1Fam,7,5,2001,Y,1929,2,3,1,Attchd,2007
345000,13860,NAmes,1Fam,8,7,1972,Y,2704,2,4,3,Attchd,2009
152000,10793,NWAmes,1Fam,5,5,1969,Y,1620,2,4,0,Attchd,2007
370878,9187,Somerst,1Fam,9,5,2009,Y,1766,2,2,1,Attchd,2009
143250,10530,NAmes,1Fam,6,5,1971,Y,981,1,3,0,Detchd,2007
98300,7200,NAmes,1Fam,5,5,1950,Y,1048,1,3,0,Detchd,2008
155000,10452,Edwards,1Fam,6,5,1953,Y,1094,1,3,2,Attchd,2008
155000,7700,NAmes,1Fam,6,5,1966,Y,1839,1,4,1,Attchd,2010
84500,1936,MeadowV,Twnhs,4,6,1970,Y,630,1,1,0,,2007
205950,8125,Somerst,1Fam,7,6,2007,Y,1665,2,3,0,Attchd,2008
108000,9084,Edwards,1Fam,4,5,1940,Y,1510,1,4,1,Detchd,2009
191000,8750,CollgCr,1Fam,7,5,1996,Y,1716,2,2,1,Attchd,2009
135000,10320,IDOTRR,1Fam,6,7,1906,Y,1469,1,3,0,Detchd,2008
350000,10437,NoRidge,1Fam,8,6,1995,Y,2113,2,2,1,Attchd,2008
88000,1680,BrDale,Twnhs,6,5,1971,Y,1092,1,3,0,Detchd,2010
145500,10007,NAmes,1Fam,5,7,1959,Y,1053,1,3,0,Attchd,2008
149000,7200,Crawfor,1Fam,7,6,1931,Y,1502,1,3,1,Attchd,2008
97500,17503,NAmes,1Fam,6,5,1948,Y,1458,1,3,1,Attchd,2010
167000,9937,Edwards,1Fam,5,7,1964,Y,1486,1,3,0,Detchd,2009
197900,12384,NWAmes,1Fam,7,7,1976,Y,1935,2,3,1,Attchd,2007
402000,46589,NoRidge,1Fam,8,7,1994,Y,2448,2,4,1,Attchd,2009
110000,13560,NAmes,1Fam,6,3,1968,Y,1392,1,2,2,Attchd,2009
137500,10012,Edwards,1Fam,4,5,1972,Y,1181,2,3,0,Detchd,2008
423000,20896,Somerst,1Fam,8,5,2005,Y,2097,1,1,1,Attchd,2006
230500,11194,Gilbert,1Fam,8,5,2000,Y,1936,2,3,1,Attchd,2006
129000,18450,NAmes,1Fam,6,5,1965,Y,2380,2,3,1,CarPort,2007
193500,8125,SawyerW,1Fam,6,5,1994,Y,1679,2,3,1,Attchd,2008
168000,14175,Sawyer,1Fam,5,6,1956,Y,1437,1,3,1,Detchd,2006
137500,11600,Crawfor,1Fam,4,5,1922,Y,1180,1,2,1,Detchd,2006
173500,8633,CollgCr,1Fam,6,5,2005,Y,1476,2,3,0,Attchd,2009
103600,6629,Edwards,1Fam,6,6,1925,N,1369,2,3,0,Detchd,2009
165000,11250,Veenker,1Fam,6,6,1977,Y,1208,1,3,1,Attchd,2006
257500,14442,Crawfor,1Fam,6,7,1957,Y,1839,2,3,2,Attchd,2007
140000,9200,NAmes,1Fam,6,6,1965,Y,1136,1,3,1,Attchd,2008
148500,2289,NPkVill,Twnhs,6,6,1978,Y,1441,2,3,1,Attchd,2009
87000,9600,OldTown,1Fam,4,2,1900,N,1774,2,4,0,2Types,2006
109500,9022,OldTown,1Fam,5,8,1924,Y,792,1,2,0,Detchd,2009
372500,11844,StoneBr,1Fam,8,5,2008,Y,2046,2,3,1,Attchd,2009
128500,9945,Sawyer,1Fam,5,5,1961,Y,988,1,3,0,Detchd,2007
143000,8012,SawyerW,TwnhsE,6,5,1980,Y,923,2,2,1,Attchd,2010
159434,4500,SWISU,1Fam,5,5,1932,Y,1520,1,3,0,Detchd,2009
173000,2887,ClearCr,1Fam,6,5,1996,Y,1291,1,2,1,Attchd,2008
285000,11248,CollgCr,1Fam,9,5,2002,Y,1668,2,3,1,Attchd,2007
221000,16770,NoRidge,1Fam,7,5,1998,Y,1839,2,4,0,Attchd,2010
207500,5062,StoneBr,TwnhsE,7,5,1984,Y,2090,2,3,1,Attchd,2007
227875,10207,Somerst,1Fam,7,6,2007,Y,1761,3,3,0,Attchd,2007
148800,5105,Somerst,TwnhsE,7,5,2004,Y,1102,2,2,0,Detchd,2007
392000,8089,StoneBr,1Fam,8,6,2007,Y,1419,2,2,1,Attchd,2007
194700,7577,NridgHt,TwnhsE,6,5,2005,Y,1362,2,2,1,Attchd,2007
141000,4426,CollgCr,TwnhsE,6,5,2004,Y,848,1,1,1,Attchd,2008
755000,21535,NoRidge,1Fam,10,6,1994,Y,4316,3,4,2,Attchd,2007
335000,26178,Timber,1Fam,7,5,1989,Y,2519,2,4,2,Attchd,2006
108480,5400,OldTown,1Fam,5,6,1921,Y,1073,1,2,0,Detchd,2006
141500,6120,BrkSide,1Fam,5,6,1936,Y,1539,1,3,0,Detchd,2009
176000,13811,Timber,1Fam,6,6,1987,Y,1137,2,2,1,Attchd,2006
89000,6000,BrkSide,1Fam,5,7,1921,Y,616,1,2,0,Detchd,2006
123500,6420,Edwards,1Fam,5,7,1952,Y,1148,1,2,0,Detchd,2006
138500,8450,Sawyer,1Fam,5,8,1965,Y,894,1,3,1,Detchd,2010
196000,4282,Somerst,TwnhsE,7,5,2004,Y,1391,2,2,0,Attchd,2008
312500,14331,Timber,1Fam,8,5,2002,Y,1800,2,3,1,Attchd,2006
140000,9600,NWAmes,1Fam,7,5,1969,Y,1164,1,3,0,Attchd,2006
361919,12438,StoneBr,1Fam,8,5,2006,Y,2576,2,4,1,BuiltIn,2006
140000,7630,OldTown,2fmCon,5,9,1900,Y,1812,2,4,1,Detchd,2010
213000,8400,CollgCr,1Fam,7,5,2004,Y,1484,2,3,0,Attchd,2010
55000,5600,IDOTRR,2fmCon,4,5,1930,N,1092,2,3,0,,2010
302000,115149,ClearCr,1Fam,7,5,1971,Y,1824,2,2,2,Attchd,2007
254000,6240,NridgHt,TwnhsE,8,5,2006,Y,1324,2,2,1,Attchd,2009
179540,9018,Gilbert,1Fam,7,5,2007,Y,1456,2,3,1,Attchd,2007
109900,7162,Sawyer,1Fam,5,7,1966,Y,904,1,3,0,Attchd,2008
52000,4130,BrkSide,1Fam,3,6,1935,Y,729,1,2,0,,2008
102776,8712,IDOTRR,1Fam,4,7,1900,Y,1178,1,2,0,Detchd,2010
189000,4671,StoneBr,TwnhsE,8,5,1988,Y,1228,2,2,1,Attchd,2008
129000,9873,BrkSide,2fmCon,4,5,1970,N,960,1,3,0,Detchd,2006
130500,13517,Sawyer,1Fam,6,8,1976,Y,1479,2,3,0,Attchd,2010
165000,10140,NWAmes,1Fam,6,5,1974,Y,1350,2,3,1,Attchd,2009
159500,10800,OldTown,1Fam,7,8,1890,Y,2554,1,3,0,Detchd,2007
157000,10000,NWAmes,1Fam,5,6,1973,Y,1178,1,3,1,Attchd,2008
341000,10542,NoRidge,1Fam,7,5,1993,Y,2418,2,3,1,Attchd,2008
128500,9920,CollgCr,1Fam,5,6,1969,Y,971,1,3,1,Attchd,2006
275000,6563,StoneBr,1Fam,8,5,1985,Y,1742,2,2,1,Attchd,2006
143000,4426,CollgCr,TwnhsE,6,5,2004,Y,848,1,1,0,Attchd,2010
124500,8120,NAmes,1Fam,4,7,1970,Y,864,1,3,0,Detchd,2009
135000,8172,Edwards,1Fam,4,6,1954,Y,1470,2,4,0,Detchd,2008
320000,13286,Edwards,1Fam,9,5,2007,Y,1698,2,3,1,Attchd,2009
120500,6960,NAmes,1Fam,4,6,1970,Y,864,1,3,0,Detchd,2009
222000,21695,Crawfor,1Fam,6,9,1988,Y,1680,2,3,1,Attchd,2009
194500,7314,CollgCr,1Fam,7,5,2007,Y,1232,2,2,0,Attchd,2009
110000,11475,NAmes,Duplex,5,5,1958,Y,1776,2,4,0,Detchd,2009
103000,6240,IDOTRR,1Fam,4,5,1925,Y,1208,1,2,0,Detchd,2009
236500,5389,StoneBr,TwnhsE,8,5,1995,Y,1616,2,2,1,Attchd,2010
187500,9590,Timber,1Fam,7,5,2003,Y,1146,2,3,1,Attchd,2007
222500,11404,CollgCr,1Fam,7,5,1998,Y,2031,2,3,1,Attchd,2008
131400,10000,Sawyer,1Fam,5,6,1961,Y,1144,1,3,1,Attchd,2009
108000,8978,Sawyer,1Fam,5,5,1968,Y,948,1,3,0,Attchd,2007
163000,10800,OldTown,1Fam,7,7,1914,N,1768,1,2,2,Detchd,2006
93500,8544,NAmes,Duplex,3,4,1950,N,1040,2,2,0,Detchd,2006
239900,10463,Gilbert,1Fam,8,5,2005,Y,1801,2,3,1,Attchd,2006
179000,10800,Edwards,Duplex,5,5,1987,Y,1200,3,3,0,,2009
190000,9313,CollgCr,1Fam,7,5,2004,Y,1728,2,3,0,Attchd,2009
132000,9600,OldTown,1Fam,5,7,1910,Y,1432,2,2,0,Detchd,2007
142000,6768,Sawyer,1Fam,6,8,1961,Y,912,1,3,0,Detchd,2008
179000,8450,SawyerW,1Fam,7,5,2000,Y,1349,2,3,0,Attchd,2007
175000,12886,Sawyer,1Fam,5,6,1963,Y,1464,2,3,1,Attchd,2009
180000,5395,StoneBr,TwnhsE,8,5,1993,Y,1337,2,2,1,Attchd,2008
299800,8963,NWAmes,1Fam,8,9,1976,Y,2715,3,4,2,BuiltIn,2008
236000,8795,Gilbert,1Fam,7,5,2000,Y,2256,2,4,1,BuiltIn,2009
265979,11700,OldTown,1Fam,7,7,1880,N,2640,1,4,1,Detchd,2009
260400,10593,NoRidge,1Fam,7,5,1996,Y,1720,2,3,1,Attchd,2010
98000,8405,Edwards,1Fam,4,3,1945,N,1529,2,4,0,Detchd,2009
96500,8800,OldTown,1Fam,4,7,1910,Y,1140,1,3,0,,2010
162000,7750,Gilbert,1Fam,7,5,2003,Y,1320,2,3,0,Attchd,2007
217000,9236,CollgCr,1Fam,6,5,1997,Y,1494,2,3,0,Attchd,2006
275500,10240,NridgHt,1Fam,8,5,2005,Y,2098,2,3,1,Attchd,2006
156000,7930,NAmes,1Fam,6,8,1969,Y,1026,1,3,0,Detchd,2009
172500,3230,Somerst,TwnhsE,6,5,1999,Y,1471,2,3,0,Detchd,2009
212000,10769,CollgCr,1Fam,8,5,2007,Y,1768,2,3,0,Attchd,2009
158900,11616,Sawyer,1Fam,6,5,1978,Y,1386,2,3,1,Attchd,2010
179400,2280,Somerst,Twnhs,7,5,1999,Y,1501,2,3,0,Detchd,2008
290000,12257,NoRidge,1Fam,8,5,1995,Y,2531,2,4,1,Attchd,2007
127500,9100,NAmes,1Fam,6,6,1959,Y,864,1,2,0,Detchd,2009
100000,6911,BrkSide,1Fam,5,5,1924,Y,1301,1,2,0,Detchd,2009
215200,8640,Somerst,1Fam,7,5,2009,Y,1547,2,3,0,Attchd,2010
337000,9430,NoRidge,1Fam,8,5,1999,Y,2365,2,3,1,Attchd,2009
270000,9549,Veenker,TwnhsE,8,5,1995,Y,1494,1,2,1,Attchd,2006
264132,14587,Somerst,1Fam,9,5,2008,Y,1506,2,2,1,Attchd,2008
196500,10421,NWAmes,1Fam,7,5,1988,Y,1714,2,3,1,Attchd,2010
160000,12508,Mitchel,1Fam,6,7,1940,Y,1750,2,4,0,Attchd,2008
216837,9100,CollgCr,1Fam,7,5,2004,Y,1836,2,3,1,Attchd,2006
538000,53504,StoneBr,1Fam,8,5,2003,Y,3279,3,4,1,BuiltIn,2010
134900,7252,Sawyer,1Fam,5,5,1982,Y,858,1,2,0,Detchd,2009
102000,8877,Edwards,1Fam,4,5,1951,Y,1220,1,2,0,Detchd,2006
107000,7819,Edwards,1Fam,6,5,1976,Y,1117,1,3,1,Detchd,2010
114500,10150,NAmes,1Fam,5,5,1958,Y,912,1,2,0,Attchd,2007
395000,14226,NridgHt,1Fam,8,5,2006,Y,1973,2,3,1,Attchd,2007
162000,4500,Mitchel,TwnhsE,6,5,1998,Y,1204,2,2,0,Attchd,2009
221500,11210,CollgCr,1Fam,7,5,2005,Y,1614,2,3,0,Attchd,2006
142500,13350,Sawyer,1Fam,5,5,1974,Y,894,1,3,1,Attchd,2006
144000,8400,SawyerW,Duplex,5,5,1977,Y,2020,2,4,2,Detchd,2007
135000,10530,Mitchel,Duplex,6,5,1977,Y,1004,1,2,0,Attchd,2006
176000,7875,Gilbert,1Fam,7,5,1995,Y,1253,2,3,1,Attchd,2007
175900,7153,SawyerW,1Fam,6,5,1992,Y,1603,2,3,0,Attchd,2006
187100,16285,CollgCr,1Fam,7,5,2001,Y,1430,2,3,0,Attchd,2009
165500,9101,Mitchel,1Fam,5,6,1978,Y,1110,1,1,1,Attchd,2009
128000,6300,OldTown,1Fam,6,6,1914,Y,1484,2,3,1,,2008
161500,9790,NWAmes,1Fam,6,5,1967,Y,1342,2,3,1,Attchd,2009
139000,10800,OldTown,1Fam,5,6,1915,Y,1652,2,4,0,Detchd,2010
233000,10142,SawyerW,1Fam,7,5,2004,Y,2084,2,4,0,BuiltIn,2010
107900,6000,OldTown,1Fam,4,7,1954,Y,901,1,2,0,Detchd,2008
187500,12205,ClearCr,1Fam,6,8,1966,Y,2087,2,5,0,Attchd,2007
160200,3182,Blmngtn,TwnhsE,7,5,2005,Y,1145,2,2,1,Attchd,2009
146800,11333,Mitchel,1Fam,6,5,1976,Y,1062,1,3,2,Attchd,2007
269790,9920,NoRidge,1Fam,7,5,1996,Y,2013,2,3,1,Attchd,2007
225000,9158,Somerst,1Fam,8,5,2007,Y,1496,2,3,0,Attchd,2007
194500,10832,Gilbert,1Fam,7,5,1994,Y,1895,2,3,1,Attchd,2008
171000,8400,SawyerW,1Fam,6,6,1980,Y,1564,2,3,1,Attchd,2010
143500,8197,Sawyer,1Fam,6,5,1977,Y,1285,1,3,1,Attchd,2007
110000,7677,NAmes,1Fam,5,5,1953,Y,773,1,2,0,Attchd,2008
485000,13518,NridgHt,1Fam,9,5,2008,Y,3140,3,4,2,BuiltIn,2009
175000,7200,SWISU,1Fam,5,7,1937,Y,1768,1,3,2,Detchd,2007
200000,12798,ClearCr,1Fam,6,5,1997,Y,1688,2,4,0,Attchd,2008
109900,4800,IDOTRR,1Fam,4,7,1916,Y,1196,1,2,0,Detchd,2007
189000,8199,CollgCr,1Fam,7,5,2005,Y,1456,2,3,1,Attchd,2008
582933,13891,NridgHt,1Fam,9,5,2008,Y,2822,3,4,1,BuiltIn,2009
118000,9000,NAmes,1Fam,5,5,1954,Y,1128,1,2,0,Attchd,2006
227680,12274,Somerst,1Fam,7,5,2008,Y,1428,2,3,0,Attchd,2008
135500,9750,NAmes,1Fam,5,5,1967,Y,980,2,3,0,Attchd,2006
223500,21384,BrkSide,1Fam,5,6,1923,Y,1576,1,3,1,Attchd,2009
159950,13400,NAmes,1Fam,5,5,1966,Y,1086,1,3,1,Attchd,2006
106000,8100,OldTown,1Fam,5,5,1898,N,2138,2,2,0,Detchd,2009
181000,10140,NWAmes,1Fam,6,6,1974,Y,1309,1,3,1,Attchd,2006
144500,4438,CollgCr,TwnhsE,6,5,2004,Y,848,1,1,1,Attchd,2008
55993,8712,IDOTRR,1Fam,5,5,1952,N,1044,1,2,0,Basment,2010
157900,9750,NAmes,1Fam,6,6,1958,Y,1442,1,4,0,Attchd,2007
116000,8248,Edwards,1Fam,5,7,1918,Y,1250,1,3,0,Detchd,2006
224900,12137,CollgCr,1Fam,7,5,1998,Y,1661,2,3,0,Attchd,2010
137000,11425,NAmes,1Fam,5,6,1954,Y,1008,1,2,1,Attchd,2006
271000,13265,Mitchel,1Fam,8,5,2002,Y,1689,2,3,2,Attchd,2008
155000,8816,ClearCr,1Fam,6,7,1971,Y,1052,1,3,0,Attchd,2010
224000,6371,NridgHt,TwnhsE,7,5,2009,Y,1358,2,2,1,Attchd,2010
183000,7226,CollgCr,1Fam,7,5,2003,Y,1640,2,3,0,Attchd,2008
93000,6000,OldTown,2fmCon,4,4,1953,N,936,1,2,0,Detchd,2009
225000,12394,Gilbert,1Fam,7,5,2003,Y,1733,2,3,1,BuiltIn,2007
139500,9900,SWISU,1Fam,6,7,1940,Y,1489,2,3,1,Detchd,2009
232600,11216,Somerst,1Fam,8,5,2006,Y,1489,2,3,1,Attchd,2006
385000,14803,NridgHt,1Fam,10,5,2007,Y,2084,2,2,1,Attchd,2008
109500,6130,BrkSide,1Fam,5,6,1924,Y,784,1,2,0,,2008
189000,8529,SawyerW,1Fam,7,5,2001,Y,1434,2,3,1,Attchd,2009
185000,28698,ClearCr,1Fam,5,5,1967,Y,2126,2,3,0,Attchd,2009
147400,2544,Somerst,Twnhs,7,5,2005,Y,1223,2,2,0,Detchd,2006
166000,11900,NAmes,1Fam,6,5,1957,Y,1392,1,3,2,Attchd,2008
151000,3180,Somerst,TwnhsE,7,5,2005,Y,1200,2,2,0,Detchd,2006
237000,9548,CollgCr,1Fam,7,6,2003,Y,1829,2,3,1,Attchd,2010
167000,10004,NAmes,1Fam,6,6,1964,Y,1516,1,3,0,Attchd,2009
139950,7875,NAmes,1Fam,5,6,1961,Y,1144,1,3,0,Attchd,2008
128000,9600,Sawyer,1Fam,4,7,1950,Y,1067,2,2,0,Attchd,2010
153500,8100,OldTown,1Fam,5,6,1948,Y,1559,1,2,0,Detchd,2007
100000,1680,BrDale,Twnhs,6,5,1973,Y,987,1,2,0,Detchd,2008
144000,9525,CollgCr,1Fam,5,6,1995,Y,1099,1,3,0,Attchd,2008
130500,11767,Edwards,1Fam,5,6,1946,Y,1200,1,3,0,Detchd,2008
140000,12155,SWISU,1Fam,6,8,1925,N,1482,2,4,0,Detchd,2008
157500,10440,OldTown,1Fam,5,8,1904,Y,1539,2,3,1,Detchd,2008
174900,9020,NAmes,1Fam,6,7,1966,Y,1165,1,3,0,Attchd,2008
141000,8000,NAmes,Duplex,5,4,1961,N,1800,2,6,0,,2007
153900,12665,OldTown,1Fam,5,8,1915,Y,1416,1,4,1,Detchd,2008
171000,16647,Sawyer,1Fam,5,5,1975,Y,1701,2,3,2,Basment,2007
213000,9317,SawyerW,1Fam,7,5,1993,Y,1775,2,3,1,Attchd,2009
133500,15523,CollgCr,1Fam,5,6,1972,Y,864,1,3,1,Attchd,2009
240000,45600,ClearCr,1Fam,6,8,1908,Y,2358,3,5,1,Detchd,2008
187000,9600,Veenker,1Fam,6,7,1976,Y,1855,2,3,1,Attchd,2007
131500,4435,CollgCr,TwnhsE,6,5,2003,Y,848,1,1,0,Attchd,2007
215000,3196,Blmngtn,TwnhsE,8,5,2003,Y,1456,2,2,1,Attchd,2006
164000,7128,Crawfor,1Fam,7,5,1941,Y,1646,2,4,2,Detchd,2007
158000,12095,NAmes,1Fam,6,6,1964,Y,1445,1,3,1,Attchd,2009
170000,17920,Sawyer,1Fam,5,4,1955,Y,1779,1,3,1,Attchd,2006
127000,6897,Sawyer,1Fam,5,8,1962,Y,1040,1,3,0,Detchd,2010
147000,10970,CollgCr,1Fam,6,6,1978,Y,1026,1,3,0,Detchd,2008
174000,8125,Gilbert,1Fam,6,5,1994,Y,1481,2,3,1,Attchd,2009
152000,10400,NWAmes,1Fam,7,5,1976,Y,1370,2,3,1,Attchd,2009
250000,11029,NWAmes,1Fam,6,7,1968,Y,2654,2,4,1,Attchd,2006
189950,7642,Crawfor,1Fam,7,8,1918,Y,1426,1,3,1,Detchd,2007
131500,11625,Sawyer,2fmCon,5,4,1965,Y,1039,1,3,0,Attchd,2010
152000,9672,SawyerW,1Fam,6,5,1984,Y,1097,2,3,0,Attchd,2010
132500,7931,NAmes,1Fam,5,5,1959,Y,1148,1,3,0,Attchd,2009
250580,8640,Somerst,1Fam,7,5,2007,Y,1372,2,3,0,Attchd,2008
148500,8750,NAmes,1Fam,5,6,1970,Y,1002,1,3,0,Detchd,2009
248900,10656,Timber,1Fam,8,5,2006,Y,1646,2,3,1,Attchd,2007
129000,6970,Sawyer,1Fam,4,5,1961,Y,1120,1,3,0,Attchd,2007
169000,14762,Gilbert,1Fam,5,6,1948,Y,2320,2,2,1,Attchd,2006
236000,9938,SawyerW,1Fam,7,5,1993,Y,1949,2,3,1,Attchd,2010
109500,6600,NAmes,1Fam,5,5,1962,N,894,1,2,0,Detchd,2009
200500,8750,CollgCr,1Fam,6,5,1998,Y,1682,2,3,0,Attchd,2010
116000,8892,NAmes,1Fam,5,7,1953,Y,910,1,3,0,Attchd,2008
133000,12144,NAmes,1Fam,5,7,1949,Y,1268,1,3,1,Attchd,2009
66500,5720,OldTown,1Fam,5,6,1941,Y,1131,1,3,0,Detchd,2009
303477,9000,Somerst,1Fam,8,5,2007,Y,2610,2,4,1,BuiltIn,2007
132250,25286,Mitchel,1Fam,4,5,1963,Y,1040,1,3,0,Attchd,2007
350000,8834,NridgHt,1Fam,9,5,2004,Y,2224,2,4,1,Attchd,2009
148000,11782,Sawyer,1Fam,5,7,1961,Y,1155,1,3,0,Detchd,2010
136500,7000,CollgCr,1Fam,5,8,1978,Y,864,1,3,0,Attchd,2009
157000,7024,Edwards,1Fam,5,5,2005,Y,1090,1,2,0,Attchd,2007
187500,13758,Timber,1Fam,7,5,1990,Y,1717,2,3,1,Attchd,2007
178000,9636,Gilbert,1Fam,6,5,1992,Y,1593,2,3,1,BuiltIn,2009
118500,6204,SWISU,1Fam,4,5,1912,N,2230,1,5,0,Detchd,2006
100000,7150,NAmes,1Fam,5,5,1967,Y,892,1,3,0,Attchd,2009
328900,5119,Somerst,TwnhsE,9,5,1999,Y,1709,2,2,1,Attchd,2008
145000,8393,NAmes,Duplex,5,5,1959,Y,1712,2,4,0,Attchd,2006
135500,16466,Edwards,1Fam,5,7,1955,Y,1393,1,3,0,Attchd,2008
268000,15865,NAmes,1Fam,8,6,1970,Y,2217,2,4,1,Attchd,2007
149500,12160,NAmes,1Fam,6,4,1953,Y,1505,1,2,1,Attchd,2009
122900,8064,NAmes,1Fam,5,7,1949,Y,924,1,3,1,Detchd,2007
172500,11184,Sawyer,1Fam,6,5,1978,Y,1683,2,3,1,Attchd,2009
154500,8414,Sawyer,1Fam,6,8,1963,Y,1068,1,3,0,Attchd,2006
165000,13284,Sawyer,1Fam,5,5,1954,Y,1383,1,3,1,Attchd,2008
118858,7018,SawyerW,Duplex,5,5,1979,Y,1535,2,4,0,Attchd,2009
140000,7056,NAmes,1Fam,6,5,1963,Y,1796,1,4,1,Attchd,2008
106500,8765,IDOTRR,1Fam,4,6,1936,N,951,1,2,0,Detchd,2006
142953,7018,SawyerW,Duplex,5,5,1979,Y,2240,2,6,0,Detchd,2009
611657,12919,NridgHt,1Fam,9,5,2009,Y,2364,2,2,2,Attchd,2010
135000,6993,Sawyer,1Fam,5,7,1961,Y,1236,1,3,1,Attchd,2006
110000,7340,NAmes,1Fam,4,6,1971,Y,858,1,2,0,Detchd,2007
153000,8712,NAmes,1Fam,5,7,1957,Y,1306,1,2,0,Detchd,2009
180000,7875,Gilbert,1Fam,7,5,2003,Y,1509,2,3,1,Attchd,2006
240000,14859,Gilbert,1Fam,7,5,2006,Y,1670,2,3,1,Attchd,2006
125500,6173,Sawyer,1Fam,5,6,1967,Y,902,1,3,0,Attchd,2007
128000,9920,NAmes,1Fam,5,5,1954,Y,1063,1,3,0,Attchd,2010
255000,13501,Somerst,1Fam,8,5,2006,Y,1636,2,3,1,Attchd,2007
250000,11500,Crawfor,1Fam,7,7,1936,Y,2057,1,3,1,Attchd,2006
131000,8885,Mitchel,1Fam,5,5,1983,Y,902,1,2,0,Attchd,2006
174000,12589,Gilbert,1Fam,6,5,2005,Y,1484,2,3,1,Attchd,2009
154300,11600,NAmes,Duplex,5,5,1960,Y,2274,2,5,0,Detchd,2010
143500,9286,CollgCr,1Fam,5,7,1977,Y,1268,1,3,0,Detchd,2009
88000,6120,BrkSide,1Fam,5,7,1925,N,1015,1,3,0,Detchd,2006
145000,6270,Crawfor,Duplex,5,6,1949,N,2002,2,4,0,2Types,2007
173733,3000,Somerst,TwnhsE,6,5,2009,Y,1224,2,2,0,Detchd,2009
75000,2001,MeadowV,Twnhs,4,5,1970,Y,1092,1,3,0,Attchd,2007
35311,9000,IDOTRR,1Fam,2,3,1949,N,480,0,1,0,Detchd,2006
135000,17140,Edwards,1Fam,4,6,1956,Y,1229,1,3,0,Attchd,2009
238000,13125,SawyerW,1Fam,7,5,1991,Y,2127,2,4,1,Attchd,2007
176500,11029,NAmes,1Fam,6,8,1958,Y,1414,1,3,1,Attchd,2008
201000,8462,SawyerW,1Fam,6,5,1994,Y,1721,2,3,0,Attchd,2007
145900,8777,Edwards,Duplex,5,7,1900,Y,2200,2,4,0,,2008
169990,10237,Gilbert,1Fam,6,5,2005,Y,1316,2,3,1,Attchd,2006
193000,8012,SawyerW,TwnhsE,6,5,1993,Y,1617,2,2,1,Attchd,2008
207500,10240,NWAmes,1Fam,6,6,1980,Y,1686,2,3,1,Attchd,2006
175000,15611,NWAmes,1Fam,5,6,1977,Y,1126,2,3,0,Attchd,2008
285000,11999,NridgHt,1Fam,8,5,2003,Y,2374,2,4,1,BuiltIn,2007
176000,9900,NWAmes,1Fam,7,5,1968,Y,1978,2,4,1,Attchd,2008
236500,11838,CollgCr,1Fam,8,5,2001,Y,1788,2,3,1,Attchd,2009
222000,13006,Gilbert,1Fam,7,5,1997,Y,2236,2,4,1,BuiltIn,2006
201000,8925,Timber,1Fam,8,5,2007,Y,1466,2,3,0,Attchd,2009
117500,9100,NAmes,1Fam,5,6,1965,Y,925,1,2,0,Detchd,2009
320000,11670,Somerst,1Fam,9,5,2006,Y,1905,2,3,1,Attchd,2007
190000,8487,CollgCr,1Fam,7,5,2004,Y,1500,2,3,0,Attchd,2009
242000,27650,NAmes,1Fam,7,7,1960,Y,2069,2,4,1,Attchd,2008
79900,5825,BrkSide,1Fam,4,5,1926,Y,747,1,1,0,Detchd,2006
184900,10083,SawyerW,1Fam,7,5,2003,Y,1200,2,2,0,Attchd,2009
253000,9675,Somerst,1Fam,7,5,2005,Y,1971,2,3,1,Attchd,2009
239799,8760,CollgCr,1Fam,7,5,2006,Y,1962,2,3,0,Attchd,2006
244400,24090,ClearCr,1Fam,7,7,1940,Y,2403,2,4,2,Attchd,2010
150900,12640,Mitchel,Duplex,6,5,1976,Y,1728,2,4,0,Attchd,2006
214000,8755,Gilbert,1Fam,7,5,1999,Y,2060,2,3,1,BuiltIn,2009
150000,7711,Edwards,Duplex,4,3,1977,Y,1440,2,4,0,,2007
143000,25000,Mitchel,Duplex,5,4,1967,Y,1632,2,4,0,Attchd,2007
137500,14375,Timber,1Fam,6,6,1958,Y,1344,1,3,1,Basment,2009
124900,8820,OldTown,1Fam,5,6,1890,Y,1869,1,2,0,Detchd,2009
143000,8163,NAmes,1Fam,5,6,1959,Y,1144,1,3,1,Attchd,2006
270000,14536,Timber,1Fam,8,5,2002,Y,1629,2,3,1,Attchd,2007
192500,14006,CollgCr,1Fam,7,5,2002,Y,1776,2,3,1,Attchd,2006
197500,9360,NWAmes,1Fam,6,7,1972,Y,1381,1,3,1,Attchd,2010
129000,7200,NAmes,1Fam,5,8,1950,Y,864,1,3,0,Detchd,2007
119900,7800,SawyerW,1Fam,5,5,1965,Y,965,1,3,0,Detchd,2006
133900,7200,CollgCr,1Fam,5,8,1972,Y,768,1,2,0,Detchd,2009
172000,11075,Mitchel,1Fam,5,4,1969,Y,1968,2,4,1,Attchd,2008
127500,9400,Edwards,Duplex,6,5,1975,Y,980,2,4,0,,2006
145000,7136,Crawfor,Duplex,6,6,1946,N,1958,2,4,0,Attchd,2007
124000,1300,Blueste,TwnhsE,6,6,1980,Y,1229,1,2,1,Attchd,2009
